benchmark,mode,repeat,m,n,k,tile_n,stages,elapsed_ms,gflops,bytes_b_share,checksum
bench_software_dsmem_gemm,local,0,4096,64,4096,64,1,0.769856,2789.4616,2048,9.000000
bench_software_dsmem_gemm,local,1,4096,64,4096,64,1,0.765632,2804.8511,2048,9.000000
bench_software_dsmem_gemm,local,2,4096,64,4096,64,1,0.769760,2789.8093,2048,9.000000
bench_software_dsmem_gemm,local,3,4096,64,4096,64,1,0.767424,2798.3014,2048,9.000000
bench_software_dsmem_gemm,local,4,4096,64,4096,64,1,0.767616,2797.6016,2048,9.000000
bench_software_dsmem_gemm,local,5,4096,64,4096,64,1,0.771232,2784.4846,2048,9.000000
bench_software_dsmem_gemm,local,6,4096,64,4096,64,1,0.769248,2791.6662,2048,9.000000
bench_software_dsmem_gemm,local,7,4096,64,4096,64,1,0.771232,2784.4846,2048,9.000000
bench_software_dsmem_gemm,local,8,4096,64,4096,64,1,0.764064,2810.6070,2048,9.000000
bench_software_dsmem_gemm,local,9,4096,64,4096,64,1,0.767552,2797.8347,2048,9.000000
bench_software_dsmem_gemm,remote,0,4096,64,4096,64,1,1.035488,2073.8856,2048,9.000000
bench_software_dsmem_gemm,remote,1,4096,64,4096,64,1,1.035552,2073.7574,2048,9.000000
bench_software_dsmem_gemm,remote,2,4096,64,4096,64,1,1.035008,2074.8475,2048,9.000000
bench_software_dsmem_gemm,remote,3,4096,64,4096,64,1,1.032800,2079.2832,2048,9.000000
bench_software_dsmem_gemm,remote,4,4096,64,4096,64,1,1.033536,2077.8026,2048,9.000000
bench_software_dsmem_gemm,remote,5,4096,64,4096,64,1,1.033600,2077.6739,2048,9.000000
bench_software_dsmem_gemm,remote,6,4096,64,4096,64,1,1.034720,2075.4250,2048,9.000000
bench_software_dsmem_gemm,remote,7,4096,64,4096,64,1,1.033472,2077.9313,2048,9.000000
bench_software_dsmem_gemm,remote,8,4096,64,4096,64,1,1.030624,2083.6732,2048,9.000000
bench_software_dsmem_gemm,remote,9,4096,64,4096,64,1,1.033696,2077.4807,2048,9.000000
bench_software_dsmem_gemm,local,0,4096,64,4096,64,2,0.627840,3420.4315,2048,9.000000
bench_software_dsmem_gemm,local,1,4096,64,4096,64,2,0.626144,3429.6962,2048,9.000000
bench_software_dsmem_gemm,local,2,4096,64,4096,64,2,0.627552,3422.0013,2048,9.000000
bench_software_dsmem_gemm,local,3,4096,64,4096,64,2,0.623680,3443.2460,2048,9.000000
bench_software_dsmem_gemm,local,4,4096,64,4096,64,2,0.626816,3426.0193,2048,9.000000
bench_software_dsmem_gemm,local,5,4096,64,4096,64,2,0.622752,3448.3769,2048,9.000000
bench_software_dsmem_gemm,local,6,4096,64,4096,64,2,0.628800,3415.2095,2048,9.000000
bench_software_dsmem_gemm,local,7,4096,64,4096,64,2,0.623008,3446.9599,2048,9.000000
bench_software_dsmem_gemm,local,8,4096,64,4096,64,2,0.626624,3427.0690,2048,9.000000
bench_software_dsmem_gemm,local,9,4096,64,4096,64,2,0.623264,3445.5441,2048,9.000000
bench_software_dsmem_gemm,remote,0,4096,64,4096,64,2,1.025280,2094.5338,2048,9.000000
bench_software_dsmem_gemm,remote,1,4096,64,4096,64,2,1.029024,2086.9131,2048,9.000000
bench_software_dsmem_gemm,remote,2,4096,64,4096,64,2,1.026944,2091.1399,2048,9.000000
bench_software_dsmem_gemm,remote,3,4096,64,4096,64,2,1.026336,2092.3789,2048,9.000000
bench_software_dsmem_gemm,remote,4,4096,64,4096,64,2,1.026560,2091.9223,2048,9.000000
bench_software_dsmem_gemm,remote,5,4096,64,4096,64,2,1.026240,2092.5745,2048,9.000000
bench_software_dsmem_gemm,remote,6,4096,64,4096,64,2,1.025824,2093.4232,2048,9.000000
bench_software_dsmem_gemm,remote,7,4096,64,4096,64,2,1.026176,2092.7051,2048,9.000000
bench_software_dsmem_gemm,remote,8,4096,64,4096,64,2,1.025600,2093.8804,2048,9.000000
bench_software_dsmem_gemm,remote,9,4096,64,4096,64,2,1.025376,2094.3378,2048,9.000000
bench_software_dsmem_gemm,local,0,4096,64,4096,64,4,0.643200,3338.7496,2048,9.000000
bench_software_dsmem_gemm,local,1,4096,64,4096,64,4,0.638048,3365.7086,2048,9.000000
bench_software_dsmem_gemm,local,2,4096,64,4096,64,4,0.644192,3333.6082,2048,9.000000
bench_software_dsmem_gemm,local,3,4096,64,4096,64,4,0.637216,3370.1033,2048,9.000000
bench_software_dsmem_gemm,local,4,4096,64,4096,64,4,0.643776,3335.7622,2048,9.000000
bench_software_dsmem_gemm,local,5,4096,64,4096,64,4,0.636576,3373.4914,2048,9.000000
bench_software_dsmem_gemm,local,6,4096,64,4096,64,4,0.643104,3339.2478,2048,9.000000
bench_software_dsmem_gemm,local,7,4096,64,4096,64,4,0.635296,3380.2884,2048,9.000000
bench_software_dsmem_gemm,local,8,4096,64,4096,64,4,0.642464,3342.5744,2048,9.000000
bench_software_dsmem_gemm,local,9,4096,64,4096,64,4,0.636096,3376.0370,2048,9.000000
bench_software_dsmem_gemm,remote,0,4096,64,4096,64,4,1.045376,2054.2692,2048,9.000000
bench_software_dsmem_gemm,remote,1,4096,64,4096,64,4,1.044160,2056.6615,2048,9.000000
bench_software_dsmem_gemm,remote,2,4096,64,4096,64,4,1.043008,2058.9331,2048,9.000000
bench_software_dsmem_gemm,remote,3,4096,64,4096,64,4,1.044608,2055.7794,2048,9.000000
bench_software_dsmem_gemm,remote,4,4096,64,4096,64,4,1.043200,2058.5541,2048,9.000000
bench_software_dsmem_gemm,remote,5,4096,64,4096,64,4,1.043456,2058.0491,2048,9.000000
bench_software_dsmem_gemm,remote,6,4096,64,4096,64,4,1.044576,2055.8423,2048,9.000000
bench_software_dsmem_gemm,remote,7,4096,64,4096,64,4,1.043488,2057.9859,2048,9.000000
bench_software_dsmem_gemm,remote,8,4096,64,4096,64,4,1.044480,2056.0314,2048,9.000000
bench_software_dsmem_gemm,remote,9,4096,64,4096,64,4,1.044128,2056.7246,2048,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,1,0.993760,4321.9362,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,1,0.996736,4309.0320,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,1,0.994912,4316.9317,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,1,0.992000,4329.6042,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,1,0.989408,4340.9465,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,1,0.991328,4332.5391,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,1,0.994336,4319.4325,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,1,0.991328,4332.5391,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,1,0.988672,4344.1781,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,1,0.991424,4332.1194,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,1,2.298496,1868.5990,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,1,2.299744,1867.5850,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,1,2.297056,1869.7704,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,1,2.297376,1869.5100,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,1,2.296064,1870.5783,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,1,2.297696,1869.2495,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,1,2.296864,1869.9267,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,1,2.298016,1868.9892,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,1,2.297184,1869.6662,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,1,2.299392,1867.8709,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,2,0.964736,4451.9613,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,2,0.962432,4462.6188,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,2,0.965632,4447.8302,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,2,0.965312,4449.3048,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,2,0.963840,4456.0998,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,2,0.960160,4473.1787,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,2,0.965344,4449.1572,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,2,0.966176,4445.3261,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,2,0.962336,4463.0641,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,2,0.962336,4463.0641,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,2,2.213824,1940.0672,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,2,2.217152,1937.1550,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,2,2.212160,1941.5264,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,2,2.212704,1941.0492,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,2,2.212256,1941.4423,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,2,2.211840,1941.8075,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,2,2.212032,1941.6388,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,2,2.213984,1939.9270,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,2,2.211616,1942.0040,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,2,2.213088,1940.7124,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,128,4096,128,4,0.970176,4426.9982,4096,9.000000
bench_software_dsmem_gemm,local,1,4096,128,4096,128,4,0.969152,4431.6757,4096,9.000000
bench_software_dsmem_gemm,local,2,4096,128,4096,128,4,0.962112,4464.1032,4096,9.000000
bench_software_dsmem_gemm,local,3,4096,128,4096,128,4,0.964704,4452.1090,4096,9.000000
bench_software_dsmem_gemm,local,4,4096,128,4096,128,4,0.968416,4435.0438,4096,9.000000
bench_software_dsmem_gemm,local,5,4096,128,4096,128,4,0.965344,4449.1572,4096,9.000000
bench_software_dsmem_gemm,local,6,4096,128,4096,128,4,0.963584,4457.2837,4096,9.000000
bench_software_dsmem_gemm,local,7,4096,128,4096,128,4,0.967200,4440.6197,4096,9.000000
bench_software_dsmem_gemm,local,8,4096,128,4096,128,4,0.967040,4441.3543,4096,9.000000
bench_software_dsmem_gemm,local,9,4096,128,4096,128,4,0.962912,4460.3943,4096,9.000000
bench_software_dsmem_gemm,remote,0,4096,128,4096,128,4,2.205472,1947.4141,4096,9.000000
bench_software_dsmem_gemm,remote,1,4096,128,4096,128,4,2.204736,1948.0642,4096,9.000000
bench_software_dsmem_gemm,remote,2,4096,128,4096,128,4,2.203936,1948.7712,4096,9.000000
bench_software_dsmem_gemm,remote,3,4096,128,4096,128,4,2.203392,1949.2524,4096,9.000000
bench_software_dsmem_gemm,remote,4,4096,128,4096,128,4,2.203968,1948.7430,4096,9.000000
bench_software_dsmem_gemm,remote,5,4096,128,4096,128,4,2.202944,1949.6488,4096,9.000000
bench_software_dsmem_gemm,remote,6,4096,128,4096,128,4,2.203680,1948.9977,4096,9.000000
bench_software_dsmem_gemm,remote,7,4096,128,4096,128,4,2.203232,1949.3940,4096,9.000000
bench_software_dsmem_gemm,remote,8,4096,128,4096,128,4,2.203168,1949.4507,4096,9.000000
bench_software_dsmem_gemm,remote,9,4096,128,4096,128,4,2.202848,1949.7339,4096,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,1,1.622752,5293.4366,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,1,1.622624,5293.8539,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,1,1.623008,5292.6015,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,1,1.618944,5305.8873,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,1,1.621632,5297.0925,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,1,1.620896,5299.4977,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,1,1.621760,5296.6743,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,1,1.618624,5306.9365,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,1,1.623872,5289.7854,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,1,1.626688,5280.6282,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,1,3.155104,2722.5520,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,1,3.154240,2723.2978,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,1,3.149472,2727.4205,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,1,3.150656,2726.3956,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,1,3.149440,2727.4482,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,1,3.149920,2727.0326,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,1,3.149888,2727.0603,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,1,3.150528,2726.5064,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,1,3.151840,2725.3714,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,1,3.150272,2726.7280,8192,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,2,1.609536,5336.9010,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,2,1.610528,5333.6140,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,2,1.608320,5340.9363,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,2,1.607648,5343.1687,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,2,1.607328,5344.2323,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,2,1.607072,5345.0839,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,2,1.609024,5338.5993,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,2,1.607616,5343.2753,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,2,1.607136,5344.8710,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,2,1.607392,5344.0199,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,2,2.566464,3346.9921,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,2,2.565152,3348.7040,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,2,2.565056,3348.8292,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,2,2.563968,3350.2504,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,2,2.561600,3353.3474,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,2,2.561888,3352.9704,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,2,2.564320,3349.7903,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,2,2.559488,3356.1143,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,2,2.560992,3354.1435,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,2,2.563488,3350.8776,8192,9.000000
bench_software_dsmem_gemm,local,0,4096,256,4096,256,4,1.611168,5331.4952,8192,9.000000
bench_software_dsmem_gemm,local,1,4096,256,4096,256,4,1.608576,5340.0861,8192,9.000000
bench_software_dsmem_gemm,local,2,4096,256,4096,256,4,1.606592,5346.6806,8192,9.000000
bench_software_dsmem_gemm,local,3,4096,256,4096,256,4,1.606432,5347.2135,8192,9.000000
bench_software_dsmem_gemm,local,4,4096,256,4096,256,4,1.606272,5347.7460,8192,9.000000
bench_software_dsmem_gemm,local,5,4096,256,4096,256,4,1.606592,5346.6806,8192,9.000000
bench_software_dsmem_gemm,local,6,4096,256,4096,256,4,1.604960,5352.1177,8192,9.000000
bench_software_dsmem_gemm,local,7,4096,256,4096,256,4,1.606336,5347.5329,8192,9.000000
bench_software_dsmem_gemm,local,8,4096,256,4096,256,4,1.606400,5347.3198,8192,9.000000
bench_software_dsmem_gemm,local,9,4096,256,4096,256,4,1.606368,5347.4265,8192,9.000000
bench_software_dsmem_gemm,remote,0,4096,256,4096,256,4,2.545056,3375.1455,8192,9.000000
bench_software_dsmem_gemm,remote,1,4096,256,4096,256,4,2.543520,3377.1839,8192,9.000000
bench_software_dsmem_gemm,remote,2,4096,256,4096,256,4,2.547136,3372.3894,8192,9.000000
bench_software_dsmem_gemm,remote,3,4096,256,4096,256,4,2.546528,3373.1945,8192,9.000000
bench_software_dsmem_gemm,remote,4,4096,256,4096,256,4,2.540992,3380.5437,8192,9.000000
bench_software_dsmem_gemm,remote,5,4096,256,4096,256,4,2.540192,3381.6085,8192,9.000000
bench_software_dsmem_gemm,remote,6,4096,256,4096,256,4,2.547008,3372.5589,8192,9.000000
bench_software_dsmem_gemm,remote,7,4096,256,4096,256,4,2.544960,3375.2729,8192,9.000000
bench_software_dsmem_gemm,remote,8,4096,256,4096,256,4,2.538336,3384.0809,8192,9.000000
bench_software_dsmem_gemm,remote,9,4096,256,4096,256,4,2.544736,3375.5702,8192,9.000000
