benchmark,dtype,mode,streams,loop_iters,unroll,repeats,mean_cycles,median_cycles,stddev_cycles,hmma_steps_per_mma,mean_cycles_per_mma,median_cycles_per_mma,stddev_cycles_per_mma,min_cycles_per_mma,max_cycles_per_mma,mean_cycles_per_hmma_step
bench_empty,none,empty,0,4096,1,10,286804.40,286780.00,40.46,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
bench_empty,none,empty,0,4096,16,10,819310.00,819310.00,38.58,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
bench_empty,none,empty,0,4096,2,10,286810.50,286780.00,49.18,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
bench_empty,none,empty,0,4096,4,10,393300.40,393276.00,29.88,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
bench_empty,none,empty,0,4096,8,10,565349.80,565331.50,53.18,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4096,1,10,254016.50,253986.00,49.18,2,62.01574707,62.00830078,0.01200678,62.00830078,62.03808594,31.00787354
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4096,16,10,254016.50,253986.00,49.18,2,3.87598419,3.87551880,0.00075042,3.87551880,3.87738037,1.93799210
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4096,2,10,254004.30,253986.00,39.06,2,31.00638428,31.00415039,0.00476795,31.00415039,31.01904297,15.50319214
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4096,4,10,254010.40,253986.00,48.80,2,15.50356446,15.50207520,0.00297851,15.50207520,15.50952148,7.75178223
bench_empty_matched_dep,f16_f16_f16_f16,empty_matched_dep,1,4096,8,10,254010.40,253986.00,48.80,2,7.75178223,7.75103760,0.00148926,7.75103760,7.75476074,3.87589111
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4096,1,10,340033.40,340009.00,40.46,4,83.01596680,83.01000977,0.00987862,83.01000977,83.03979492,20.75399170
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4096,16,10,1290358.50,1290328.00,40.92,4,19.68930816,19.68884277,0.00062439,19.68884277,19.69070435,4.92232704
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4096,2,10,397377.40,397353.00,29.88,4,48.50798340,48.50500488,0.00364792,48.50500488,48.51245117,12.12699585
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4096,4,10,520269.70,520288.00,39.06,4,31.75474243,31.75585938,0.00238398,31.75213623,31.75958252,7.93868561
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,1,4096,8,10,774248.20,774236.00,45.65,4,23.62817993,23.62780762,0.00139307,23.62594604,23.62966919,5.90704498
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4096,1,10,405586.60,405550.00,48.80,4,49.51008300,49.50561523,0.00595703,49.50561523,49.52050781,12.37752075
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4096,16,10,2351274.40,2351250.00,29.88,4,17.93880005,17.93861389,0.00022799,17.93861389,17.93907928,4.48470001
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4096,2,10,528461.60,528455.50,40.46,4,32.25473633,32.25436402,0.00246966,32.25250244,32.25994873,8.06368408
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4096,4,10,782425.90,782432.00,50.67,4,23.87774353,23.87792969,0.00154634,23.87606812,23.87979126,5.96943588
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,2,4096,8,10,1298554.50,1298524.00,49.18,4,19.81436920,19.81390381,0.00075042,19.81390381,19.81576538,4.95359230
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4096,1,10,536648.40,536624.00,29.88,4,32.75441895,32.75292969,0.00182396,32.75292969,32.75665283,8.18860474
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4096,16,10,4448556.50,4448556.50,30.50,4,16.96989631,16.96989631,0.00011634,16.96977997,16.97001266,4.24247408
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4096,2,10,790632.00,790632.00,38.58,4,24.12817383,24.12817383,0.00117736,24.12631226,24.13003540,6.03204346
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4096,4,10,1306746.40,1306722.00,29.88,4,19.93936768,19.93899536,0.00045599,19.93899536,19.93992615,4.98484192
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,4,4096,8,10,2375846.30,2375828.00,27.95,4,18.12626877,18.12612915,0.00021327,18.12612915,18.12659454,4.53156719
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,8,4096,1,10,798949.70,798955.00,33.02,4,24.38200989,24.38217163,0.00100764,24.38031006,24.38406372,6.09550247
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,8,4096,16,10,15479081.20,15479082.00,16.57,4,29.52400436,29.52400589,0.00003160,29.52396011,29.52408218,7.38100109
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,8,4096,2,10,1315070.90,1315047.00,40.47,4,20.06638947,20.06602478,0.00061746,20.06600952,20.06787109,5.01659737
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,8,4096,4,10,3007010.40,3007010.00,14.49,4,22.94166870,22.94166565,0.00011057,22.94140625,22.94178009,5.73541718
bench_empty_matched_f32acc,f32_f16_f16_f16,empty_matched_f32acc,8,4096,8,10,5124215.30,5124213.00,17.39,4,19.54733009,19.54732132,0.00006634,19.54722595,19.54741669,4.88683252
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4096,1,10,454719.20,454695.00,40.28,2,111.01542968,111.00952148,0.00983484,111.00952148,111.03930664,55.50771484
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4096,16,10,761937.90,761948.00,36.32,2,11.62624969,11.62640381,0.00055427,11.62551880,11.62738037,5.81312485
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4096,2,10,462935.50,462917.50,52.77,2,56.51068115,56.50848389,0.00644116,56.50476074,56.51953125,28.25534058
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4096,4,10,467031.20,467013.50,52.35,2,28.50532227,28.50424195,0.00319545,28.50238037,28.50970459,14.25266113
bench_mma_f16_dep,f16_f16_f16_f16,dep,1,4096,8,10,458827.00,458820.00,40.12,2,14.00228882,14.00207520,0.00122428,14.00119019,14.00491333,7.00114441
bench_mma_f16_indep,f16_f16_f16_f16,indep,2,4096,1,10,475214.40,475184.00,48.99,2,58.00957031,58.00585938,0.00598074,58.00585938,58.02075195,29.00478516
bench_mma_f16_indep,f16_f16_f16_f16,indep,2,4096,16,10,1343616.10,1343615.50,30.11,2,10.25097732,10.25097275,0.00022970,10.25074768,10.25121307,5.12548866
bench_mma_f16_indep,f16_f16_f16_f16,indep,2,4096,2,10,495700.40,495694.50,40.04,2,30.25515137,30.25479126,0.00244403,30.25292969,30.26025391,15.12757568
bench_mma_f16_indep,f16_f16_f16_f16,indep,2,4096,4,10,491610.70,491598.50,47.64,2,15.00276794,15.00239563,0.00145394,15.00146484,15.00518799,7.50138397
bench_mma_f16_indep,f16_f16_f16_f16,indep,2,4096,8,10,790624.70,790631.00,42.39,2,12.06397553,12.06407166,0.00064680,12.06314087,12.06500244,6.03198776
bench_mma_f16_indep,f16_f16_f16_f16,indep,4,4096,1,10,487521.70,487509.50,47.64,2,29.75596313,29.75521851,0.00290787,29.75335693,29.76080322,14.87798157
bench_mma_f16_indep,f16_f16_f16_f16,indep,4,4096,16,10,2408645.60,2408639.50,40.46,2,9.18825379,9.18823052,0.00015435,9.18811417,9.18857956,4.59412689
bench_mma_f16_indep,f16_f16_f16_f16,indep,4,4096,2,10,475239.80,475221.50,53.18,2,14.50316773,14.50260925,0.00162288,14.50167847,14.50540161,7.25158386
bench_mma_f16_indep,f16_f16_f16_f16,indep,4,4096,4,10,774247.90,774254.00,32.85,2,11.81408539,11.81417847,0.00050124,11.81324768,11.81510925,5.90704270
bench_mma_f16_indep,f16_f16_f16_f16,indep,4,4096,8,10,1331353.80,1331335.50,59.77,2,10.15742340,10.15728379,0.00045599,10.15705109,10.15844727,5.07871170
bench_mma_f16_indep,f16_f16_f16_f16,indep,8,4096,1,10,581722.70,581741.00,39.06,2,17.75276795,17.75332642,0.00119199,17.75146484,17.75518799,8.87638397
bench_mma_f16_indep,f16_f16_f16_f16,indep,8,4096,16,10,4661550.50,4661550.50,30.50,2,8.89120198,8.89120198,0.00005818,8.89114380,8.89126015,4.44560099
bench_mma_f16_indep,f16_f16_f16_f16,indep,8,4096,2,10,876650.00,876650.00,27.28,2,13.37661743,13.37661743,0.00041626,13.37568665,13.37754822,6.68830872
bench_mma_f16_indep,f16_f16_f16_f16,indep,8,4096,4,10,1433738.60,1433763.00,29.88,2,10.93855743,10.93874359,0.00022799,10.93827820,10.93874359,5.46927872
bench_mma_f16_indep,f16_f16_f16_f16,indep,8,4096,8,10,2515131.50,2515101.00,40.92,2,9.59446526,9.59434891,0.00015610,9.59434891,9.59481430,4.79723263
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,1,10,397402.70,397384.50,53.04,4,97.02214355,97.01770020,0.01294960,97.01025391,97.04003906,24.25553589
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,16,10,335937.20,335913.00,40.13,4,5.12599487,5.12562561,0.00061236,5.12562561,5.12747192,1.28149872
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,2,10,376916.50,376874.00,54.61,4,46.01031494,46.00512695,0.00666648,46.00512695,46.02001953,11.50257873
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,4,10,364634.50,364586.00,59.40,4,22.25552368,22.25256348,0.00362553,22.25256348,22.26000977,5.56388092
bench_mma_f32acc,f32_f16_f16_f16,fixedc,1,4096,8,10,340034.30,340010.00,48.60,4,10.37702332,10.37628174,0.00148317,10.37628174,10.38000488,2.59425583
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,1,10,700501.40,700512.00,35.84,4,85.51042480,85.51171875,0.00437557,85.50476074,85.51965332,21.37760620
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,16,10,618588.40,618594.00,50.37,4,4.71945496,4.71949768,0.00038430,4.71903992,4.71997070,1.17986374
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,2,10,680016.10,680032.00,37.71,4,41.50488892,41.50585938,0.00230167,41.50238037,41.50958252,10.37622223
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,4,10,659553.60,659552.00,46.25,4,20.12797852,20.12792969,0.00141136,20.12619019,20.12991333,5.03199463
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,2,4096,8,10,634979.70,634979.50,54.34,4,9.68902130,9.68901825,0.00082913,9.68809509,9.68995667,2.42225533
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,1,10,1171560.30,1171554.00,18.24,4,71.50636597,71.50598145,0.00111347,71.50598145,71.50970459,17.87659149
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,16,10,991361.50,991361.50,30.50,4,3.78174401,3.78174401,0.00011635,3.78162766,3.78186035,0.94543600
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,2,10,1126529.10,1126529.50,30.71,4,34.37893982,34.37895203,0.00093729,34.37799072,34.37991333,8.59473495
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,4,10,1081460.90,1081443.00,28.01,4,16.50178375,16.50151062,0.00042744,16.50149536,16.50245667,4.12544594
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,4,4096,8,10,1036406.30,1036388.00,27.95,4,7.90715256,7.90701294,0.00021327,7.90701294,7.90747833,1.97678814
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,1,10,577643.10,577649.00,50.94,4,17.62826843,17.62844849,0.00155445,17.62658691,17.63034058,4.40706711
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,16,10,1740948.00,1740954.00,50.92,4,3.32059479,3.32060623,0.00009713,3.32048988,3.32084084,0.83014870
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,2,10,868453.00,868459.00,33.05,4,13.25154114,13.25163269,0.00050437,13.25070190,13.25257874,3.31288528
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,4,10,1159290.40,1159272.00,39.32,4,8.84468384,8.84454346,0.00030002,8.84454346,8.84548187,2.21117096
bench_mma_f32acc,f32_f16_f16_f16,fixedc_indep,8,4096,8,10,1450107.40,1450083.00,29.88,4,5.53172074,5.53162766,0.00011399,5.53162766,5.53186035,1.38293018
